omega:    Tc: 
0.1    0.8246450055273107
0.10395197598799401    0.8206633896885294
0.107903951975988    0.817425044465292
0.111855927963982    0.8149457531278061
0.11580790395197599    0.81323720718015
0.11975987993996999    0.8123072665963851
0.12371185592796399    0.8121601416476101
0.12766383191595798    0.8127964926290407
0.131615807903952    0.8142134455752139
0.135567783891946    0.8164045236679289
0.13951975987993998    0.8193594956325276
0.143471735867934    0.8230641441212518
0.14742371185592798    0.8274999590315442
0.15137568784392197    0.832643763026186
0.15532766383191599    0.8384672793177135
0.15927963981990997    0.8449366551302717
0.16323161580790396    0.8520119581953876
0.16718359179589798    0.8596466681524013
0.17113556778389194    0.8677871897091445
0.17508754377188596    0.8763724196716336
0.17903951975987994    0.8853334051497084
0.18299149574787393    0.8945931349262988
0.18694347173586795    0.9040665095377676
0.19089544772386194    0.9136605373191767
0.19484742371185593    0.9232748027009907
0.19879939969984994    0.9328022485672437
0.20275137568784393    0.9421303057570616
0.20670335167583792    0.9511423893041782
0.21065532766383194    0.9597197626510275
0.21460730365182593    0.9677437482893039
0.21855927963981991    0.9750982371895782
0.22251125562781393    0.9816724218367237
0.22646323161580792    0.9873636511917381
0.2304152076038019    0.9920802834134761
0.23436718359179592    0.9957443967615349
0.2383191595797899    0.9982942134859818
0.2422711355677839    0.999686097581659
0.24622311155577792    0.9998960056782673
0.25017508754377193    0.9989203001662212
0.2541270635317659    0.9967758724958096
0.25807903951975986    0.9934995687248198
0.2620310155077539    0.9891469543385254
0.2659829914957479    0.983790496517511
0.2699349674837419    0.97751727533729
0.2738869434717359    0.9704263579369432
0.2778389194597299    0.962625980060638
0.28179089544772384    0.9542306776816625
0.28574287143571786    0.9453584991586652
0.2896948474237119    0.9361284080335156
0.2936468234117059    0.9266579611570259
0.2975987993996999    0.9170613193615221
0.30155077538769387    0.907447621078757
0.30550275137568783    0.8979197252175705
0.30945472736368185    0.8885733096409985
0.31340670335167586    0.8794962963867438
0.3173586793396699    0.8707685644237932
0.3213106553276639    0.8624619048450398
0.32526263131565786    0.8546401712847378
0.3292146073036518    0.8473595792052511
0.33316658329164583    0.8406691106857511
0.33711855927963985    0.8346109856982658
0.34107053526763387    0.8292211659231505
0.34502251125562783    0.8245298624251973
0.34897448724362184    0.8205620236126081
0.3529264632316158    0.8173377845914687
0.3568784392196098    0.8148728631744289
0.36083041520760384    0.8131788913570267
0.36478239119559785    0.8122636740567873
0.36873436718359187    0.8121313693848777
0.3726863431715858    0.8127825867852312
0.3766383191595798    0.8142144011505075
0.3805902951475738    0.8164202826389024
0.3845422711355678    0.8193899435074591
0.38849424712356184    0.8231091049839296
0.39244622311155586    0.8275591891540501
0.39639819909954976    0.8327169431680896
0.4003501750875438    0.8385540058759477
0.4043021510755378    0.845036430362258
0.4082541270635318    0.8521241798084171
0.41220610305152583    0.8597706186347263
0.41615807903951973    0.8679220258708908
0.42011005502751375    0.8765171629633639
0.42406203101550777    0.8854869334272621
0.4280140070035018    0.8947541764245737
0.4319659829914958    0.9042336398924147
0.4359179589794898    0.9138321805206441
0.4398699349674837    0.9234492368650257
0.44382191095547774    0.9329776173442008
0.44777388694347176    0.9423046360652642
0.45172586293146577    0.9513136158494724
0.4556778389194598    0.9598857593821968
0.4596298149074538    0.9679023665427329
0.4635817908954477    0.97524734981443
0.4675337668834417    0.9818099720941612
0.47148574287143574    0.9874877047312733
0.47543771885942976    0.9921890811974345
0.4793896948474238    0.9958364064894047
0.4833416708354178    0.9983681769140333
0.4872936468234117    0.9997410711764829
0.4912456228114057    0.9999313923025066
0.49519759879939973    0.998935869961346
0.49914957478739375    0.9967717717647296
0.5031015507753878    0.9934763163669726
0.5070535267633818    0.9891054261774919
0.5110055027513757    0.9837318986065225
0.5149574787393697    0.9774431079588386
0.5189094547273637    0.9703383724732746
0.5228614307153577    0.9625261311702527
0.5268134067033517    0.9541210732671555
0.5307653826913458    0.9452413504714176
0.5347173586793397    0.9360059819674652
0.5386693346673337    0.9265325363847418
0.5426213106553277    0.9169351475115686
0.5465732866433217    0.9073228936911475
0.5505252626313157    0.897798546782321
0.5544772386193096    0.8884576766508041
0.5584292146073037    0.8793880820343072
0.5623811905952977    0.870669508352713
0.5663331665832917    0.8623736072172831
0.5702851425712857    0.8545640903488243
0.5742371185592797    0.8472970315253361
0.5781890945472736    0.840621273209639
0.5821410705352676    0.8345788988892842
0.5860930465232617    0.8292057372456783
0.5900450225112557    0.8245318695474038
0.5939969984992497    0.8205821167660396
0.5979489744872437    0.8173764876010701
0.6019009504752376    0.8149305727423202
0.6058529264632316    0.8132558742483349
