omega:    Tc: 
0.1    0.7940958188169687
0.10395197598799401    0.79034799201958
0.107903951975988    0.7875120707860026
0.111855927963982    0.7855999193773833
0.11580790395197599    0.7846192751144486
0.11975987993996999    0.7845740249702265
0.12371185592796399    0.7854643479546151
0.12766383191595798    0.7872867216809314
0.131615807903952    0.7900337930417489
0.135567783891946    0.7936941144445837
0.13951975987993998    0.7982517488534275
0.143471735867934    0.8036857492329064
0.14742371185592798    0.8099695211732307
0.15137568784392197    0.8170700817427144
0.15532766383191599    0.8249472331891201
0.15927963981990997    0.8335526771435299
0.16323161580790396    0.8428291035135607
0.16718359179589798    0.8527092981671427
0.17113556778389194    0.863115324456122
0.17508754377188596    0.8739578449683602
0.17903951975987994    0.8851356606285221
0.18299149574787393    0.8965355530018893
0.18694347173586795    0.9080325206255031
0.19089544772386194    0.9194904993459403
0.19484742371185593    0.9307636478413037
0.19879939969984994    0.9416982608278661
0.20275137568784393    0.9521353426256857
0.20670335167583792    0.9619138326455546
0.21065532766383194    0.9708744234363584
0.21460730365182593    0.978863854615142
0.21855927963981991    0.9857395077001561
0.22251125562781393    0.9913740746098014
0.22646323161580792    0.995660034189232
0.2304152076038019    0.9985136539196071
0.23436718359179592    0.9998782433501164
0.2383191595797899    0.9997264238677235
0.2422711355677839    0.9980612441045272
0.24622311155577792    0.9949160552268922
0.25017508754377193    0.9903531557518064
0.2541270635317659    0.9844613097524221
0.25807903951975986    0.9773523239146515
0.2620310155077539    0.9691569286680566
0.2659829914957479    0.9600202410006377
0.2699349674837419    0.9500970903663604
0.2738869434717359    0.9395474671519298
0.2778389194597299    0.9285323113867266
0.28179089544772384    0.9172098053035349
0.28574287143571786    0.9057322747328576
0.2896948474237119    0.89424374789899
0.2936468234117059    0.882878171008354
0.2975987993996999    0.8717582410958236
0.30155077538769387    0.8609947890434181
0.30550275137568783    0.8506866291043473
0.30945472736368185    0.8409207842143784
0.31340670335167586    0.8317729968575305
0.3173586793396699    0.8233084411297926
0.3213106553276639    0.8155825609065287
0.32526263131565786    0.8086419699702732
0.3292146073036518    0.8025253612848791
0.33316658329164583    0.7972643833851352
0.33711855927963985    0.7928844515095784
0.34107053526763387    0.789405469341887
0.34502251125562783    0.7868424439603494
0.34897448724362184    0.7852059818942818
0.3529264632316158    0.7845026582189046
0.3568784392196098    0.7847352536145782
0.36083041520760384    0.7859028565338838
0.36478239119559785    0.7880008293383587
0.36873436718359187    0.7910206387700669
0.3726863431715858    0.7949495526977091
0.3766383191595798    0.7997702070083414
0.3805902951475738    0.8054600490856765
0.3845422711355678    0.8119906677958968
0.38849424712356184    0.8193270245394955
0.39244622311155586    0.8274266059259456
0.39639819909954976    0.83623852611133
0.4003501750875438    0.8457026158085703
0.4043021510755378    0.8557485452553122
0.4082541270635318    0.8662950395777331
0.41220610305152583    0.8772492562764145
0.41615807903951973    0.8885064048690856
0.42011005502751375    0.8999496965475464
0.42406203101550777    0.9114507151761868
0.4280140070035018    0.9228702979721997
0.4319659829914958    0.9340600026478567
0.4359179589794898    0.944864215885574
0.4398699349674837    0.9551229247679167
